# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
397           	5.947507e-01	2.141328e-01	3.806179e-01	-3.806042e-01	-1.743712e-01	-2.062329e-01	1.593086e-02	-8.324256e-02	1.047875e-02	3.560919e-03	1.225921e-02	-8.698286e-03
398           	5.943411e-01	2.138300e-01	3.805110e-01	-3.789993e-01	-1.735422e-01	-2.054571e-01	1.595748e-02	-8.334051e-02	1.127946e-02	4.591046e-03	1.357498e-02	-8.983935e-03
399           	5.938082e-01	2.134607e-01	3.803475e-01	-3.772992e-01	-1.725076e-01	-2.047916e-01	1.614202e-02	-8.344342e-02	1.224775e-02	5.715357e-03	1.510543e-02	-9.390073e-03
400           	5.931779e-01	2.130518e-01	3.801261e-01	-3.755912e-01	-1.712236e-01	-2.043676e-01	1.657203e-02	-8.353718e-02	1.325170e-02	6.811643e-03	1.665752e-02	-9.845880e-03
401           	5.924751e-01	2.126581e-01	3.798170e-01	-3.738767e-01	-1.695471e-01	-2.043296e-01	1.739128e-02	-8.357949e-02	1.419043e-02	7.838710e-03	1.810979e-02	-1.027108e-02
402           	5.919360e-01	2.123958e-01	3.795402e-01	-3.721481e-01	-1.676179e-01	-2.045302e-01	1.845611e-02	-8.357218e-02	1.499193e-02	8.715174e-03	1.934952e-02	-1.063435e-02
403           	5.915948e-01	2.122860e-01	3.793088e-01	-3.703324e-01	-1.654760e-01	-2.048564e-01	1.969020e-02	-8.351141e-02	1.563764e-02	9.390766e-03	2.033303e-02	-1.094226e-02
404           	5.913951e-01	2.122877e-01	3.791074e-01	-3.684046e-01	-1.633891e-01	-2.050155e-01	2.081323e-02	-8.340983e-02	1.603265e-02	9.668695e-03	2.086700e-02	-1.119830e-02
405           	5.912171e-01	2.123728e-01	3.788443e-01	-3.661505e-01	-1.613685e-01	-2.047820e-01	2.170678e-02	-8.323571e-02	1.609759e-02	9.463207e-03	2.082919e-02	-1.136599e-02
406           	5.911246e-01	2.125380e-01	3.785865e-01	-3.639127e-01	-1.596195e-01	-2.042932e-01	2.233685e-02	-8.302425e-02	1.586230e-02	8.771703e-03	2.024815e-02	-1.147644e-02
407           	5.909937e-01	2.127561e-01	3.782375e-01	-3.615829e-01	-1.580610e-01	-2.035219e-01	2.273050e-02	-8.274068e-02	1.549947e-02	7.786881e-03	1.939291e-02	-1.160603e-02
408           	5.907755e-01	2.129261e-01	3.778495e-01	-3.594086e-01	-1.568870e-01	-2.025216e-01	2.281730e-02	-8.246170e-02	1.517775e-02	6.641160e-03	1.849833e-02	-1.185717e-02
409           	5.904654e-01	2.130171e-01	3.774483e-01	-3.573707e-01	-1.560149e-01	-2.013558e-01	2.267047e-02	-8.221557e-02	1.498678e-02	5.570424e-03	1.777199e-02	-1.220157e-02
410           	5.901077e-01	2.129969e-01	3.771109e-01	-3.557585e-01	-1.556147e-01	-2.001437e-01	2.226450e-02	-8.205700e-02	1.489727e-02	4.447470e-03	1.712101e-02	-1.267354e-02
411           	5.897803e-01	2.129520e-01	3.768283e-01	-3.545891e-01	-1.554160e-01	-1.991731e-01	2.187854e-02	-8.193815e-02	1.488223e-02	3.441936e-03	1.660319e-02	-1.316126e-02
412           	5.895739e-01	2.129695e-01	3.766045e-01	-3.539719e-01	-1.554210e-01	-1.985509e-01	2.156495e-02	-8.181750e-02	1.488647e-02	2.431298e-03	1.610212e-02	-1.367082e-02
413           	5.894496e-01	2.130375e-01	3.764121e-01	-3.539731e-01	-1.555876e-01	-1.983855e-01	2.139898e-02	-8.168730e-02	1.488273e-02	1.449317e-03	1.560739e-02	-1.415808e-02
414           	5.895672e-01	2.132271e-01	3.763401e-01	-3.546496e-01	-1.559614e-01	-1.986882e-01	2.136342e-02	-8.155652e-02	1.489477e-02	4.723632e-04	1.513095e-02	-1.465859e-02
415           	5.897404e-01	2.134227e-01	3.763177e-01	-3.555867e-01	-1.564949e-01	-1.990918e-01	2.129846e-02	-8.144748e-02	1.496581e-02	-3.525607e-04	1.478953e-02	-1.514209e-02
416           	5.899772e-01	2.135972e-01	3.763800e-01	-3.564059e-01	-1.571655e-01	-1.992404e-01	2.103748e-02	-8.139139e-02	1.503988e-02	-1.104559e-03	1.448760e-02	-1.559216e-02
417           	5.903318e-01	2.137906e-01	3.765412e-01	-3.569628e-01	-1.577705e-01	-1.991923e-01	2.071089e-02	-8.137528e-02	1.508955e-02	-1.770620e-03	1.420424e-02	-1.597486e-02
418           	5.908410e-01	2.140381e-01	3.768029e-01	-3.570172e-01	-1.581481e-01	-1.988691e-01	2.036047e-02	-8.138242e-02	1.516789e-02	-2.361615e-03	1.398709e-02	-1.634870e-02
419           	5.913584e-01	2.142726e-01	3.770858e-01	-3.562405e-01	-1.581468e-01	-1.980937e-01	1.997349e-02	-8.140660e-02	1.536627e-02	-2.710470e-03	1.401103e-02	-1.672150e-02
420           	5.918809e-01	2.144712e-01	3.774097e-01	-3.546466e-01	-1.578298e-01	-1.968168e-01	1.949349e-02	-8.146924e-02	1.571654e-02	-2.850680e-03	1.429120e-02	-1.714188e-02
421           	5.922218e-01	2.145671e-01	3.776547e-01	-3.527796e-01	-1.574874e-01	-1.952922e-01	1.890241e-02	-8.154383e-02	1.616515e-02	-2.832760e-03	1.474877e-02	-1.758153e-02
422           	5.923997e-01	2.145934e-01	3.778063e-01	-3.506666e-01	-1.571409e-01	-1.935258e-01	1.819244e-02	-8.160645e-02	1.656238e-02	-2.792042e-03	1.516635e-02	-1.795840e-02
423           	5.923488e-01	2.145837e-01	3.777651e-01	-3.485923e-01	-1.567811e-01	-1.918112e-01	1.751507e-02	-8.159070e-02	1.682781e-02	-2.681973e-03	1.548682e-02	-1.816879e-02
424           	5.921240e-01	2.145766e-01	3.775474e-01	-3.469033e-01	-1.565472e-01	-1.903561e-01	1.690447e-02	-8.148542e-02	1.693027e-02	-2.528994e-03	1.566578e-02	-1.819477e-02
425           	5.916631e-01	2.145809e-01	3.770823e-01	-3.459985e-01	-1.566678e-01	-1.893307e-01	1.633144e-02	-8.125072e-02	1.694302e-02	-2.277370e-03	1.580434e-02	-1.808171e-02
426           	5.910294e-01	2.146072e-01	3.764222e-01	-3.461433e-01	-1.574949e-01	-1.886484e-01	1.557674e-02	-8.090751e-02	1.687536e-02	-1.998117e-03	1.587630e-02	-1.787442e-02
427           	5.902179e-01	2.146326e-01	3.755853e-01	-3.473251e-01	-1.592379e-01	-1.880872e-01	1.442464e-02	-8.047633e-02	1.673499e-02	-1.557316e-03	1.595633e-02	-1.751365e-02
428           	5.894697e-01	2.147353e-01	3.747344e-01	-3.494097e-01	-1.619166e-01	-1.874931e-01	1.278828e-02	-7.999956e-02	1.659014e-02	-9.229433e-04	1.612867e-02	-1.705161e-02
429           	5.888492e-01	2.149337e-01	3.739154e-01	-3.522902e-01	-1.652196e-01	-1.870706e-01	1.092550e-02	-7.949084e-02	1.650744e-02	-1.233102e-05	1.650128e-02	-1.651361e-02
430           	5.883862e-01	2.152446e-01	3.731416e-01	-3.558947e-01	-1.688879e-01	-1.870069e-01	9.059488e-03	-7.894850e-02	1.646096e-02	9.860977e-04	1.695401e-02	-1.596791e-02
431           	5.879334e-01	2.155541e-01	3.723794e-01	-3.597548e-01	-1.724806e-01	-1.872742e-01	7.396839e-03	-7.841264e-02	1.645953e-02	2.020130e-03	1.746959e-02	-1.544946e-02
432           	5.875466e-01	2.158007e-01	3.717458e-01	-3.632894e-01	-1.758034e-01	-1.874860e-01	5.841338e-03	-7.797257e-02	1.650141e-02	3.012215e-03	1.800752e-02	-1.499530e-02
433           	5.871624e-01	2.159197e-01	3.712427e-01	-3.660376e-01	-1.783146e-01	-1.877229e-01	4.704148e-03	-7.766153e-02	1.652480e-02	3.972536e-03	1.851107e-02	-1.453853e-02
434           	5.868955e-01	2.159987e-01	3.708968e-01	-3.678948e-01	-1.797135e-01	-1.881813e-01	4.233886e-03	-7.744907e-02	1.643032e-02	4.664543e-03	1.876259e-02	-1.409805e-02
435           	5.869399e-01	2.162145e-01	3.707254e-01	-3.690260e-01	-1.798372e-01	-1.891888e-01	4.675787e-03	-7.725547e-02	1.612433e-02	4.913244e-03	1.858096e-02	-1.366771e-02
436           	5.874242e-01	2.166025e-01	3.708216e-01	-3.697743e-01	-1.789050e-01	-1.908693e-01	5.982107e-03	-7.710956e-02	1.570851e-02	4.775282e-03	1.809615e-02	-1.332087e-02
437           	5.881762e-01	2.171083e-01	3.710679e-01	-3.701554e-01	-1.771093e-01	-1.930461e-01	7.968424e-03	-7.697979e-02	1.526592e-02	4.451286e-03	1.749156e-02	-1.304027e-02
438           	5.891177e-01	2.176990e-01	3.714186e-01	-3.705701e-01	-1.748741e-01	-1.956960e-01	1.041093e-02	-7.685982e-02	1.480084e-02	3.865511e-03	1.673359e-02	-1.286808e-02
439           	5.901237e-01	2.183406e-01	3.717831e-01	-3.711725e-01	-1.723787e-01	-1.987938e-01	1.320754e-02	-7.672121e-02	1.431782e-02	3.072799e-03	1.585422e-02	-1.278142e-02
440           	5.912656e-01	2.190613e-01	3.722043e-01	-3.720991e-01	-1.698638e-01	-2.022353e-01	1.618578e-02	-7.657153e-02	1.385966e-02	2.087128e-03	1.490323e-02	-1.281610e-02
441           	5.924095e-01	2.198017e-01	3.726077e-01	-3.729575e-01	-1.673379e-01	-2.056196e-01	1.914083e-02	-7.640300e-02	1.352791e-02	1.146852e-03	1.410134e-02	-1.295448e-02
442           	5.934658e-01	2.204824e-01	3.729834e-01	-3.735106e-01	-1.649799e-01	-2.085308e-01	2.177547e-02	-7.625048e-02	1.338237e-02	2.840338e-04	1.352439e-02	-1.324036e-02
443           	5.944249e-01	2.210461e-01	3.733788e-01	-3.734709e-01	-1.628459e-01	-2.106251e-01	2.388960e-02	-7.616638e-02	1.346897e-02	-3.258583e-04	1.330604e-02	-1.363190e-02
444           	5.953585e-01	2.215120e-01	3.738465e-01	-3.730221e-01	-1.611488e-01	-2.118733e-01	2.536223e-02	-7.616726e-02	1.365817e-02	-8.451811e-04	1.323558e-02	-1.408076e-02
445           	5.962396e-01	2.219297e-01	3.743099e-01	-3.720487e-01	-1.597677e-01	-2.122810e-01	2.625666e-02	-7.619013e-02	1.380799e-02	-1.321330e-03	1.314732e-02	-1.446865e-02
446           	5.970270e-01	2.223532e-01	3.746738e-01	-3.707243e-01	-1.586418e-01	-2.120825e-01	2.672035e-02	-7.616032e-02	1.384419e-02	-1.907306e-03	1.289053e-02	-1.479784e-02
447           	5.976470e-01	2.227544e-01	3.748926e-01	-3.689966e-01	-1.577130e-01	-2.112835e-01	2.678526e-02	-7.606914e-02	1.378770e-02	-2.531702e-03	1.252185e-02	-1.505355e-02
448           	5.980433e-01	2.230638e-01	3.749795e-01	-3.669823e-01	-1.570303e-01	-2.099520e-01	2.646081e-02	-7.595787e-02	1.365076e-02	-3.304219e-03	1.199865e-02	-1.530287e-02
449           	5.981555e-01	2.232102e-01	3.749453e-01	-3.644529e-01	-1.565157e-01	-2.079372e-01	2.571071e-02	-7.586756e-02	1.345827e-02	-4.155106e-03	1.138071e-02	-1.553582e-02
450           	5.980489e-01	2.232080e-01	3.748409e-01	-3.615898e-01	-1.561209e-01	-2.054690e-01	2.467404e-02	-7.581641e-02	1.323410e-02	-5.085492e-03	1.069135e-02	-1.577685e-02
451           	5.977779e-01	2.230866e-01	3.746914e-01	-3.585419e-01	-1.557436e-01	-2.027983e-01	2.352731e-02	-7.580241e-02	1.299869e-02	-6.010746e-03	9.993319e-03	-1.600407e-02
452           	5.973989e-01	2.229050e-01	3.744938e-01	-3.556257e-01	-1.554470e-01	-2.001786e-01	2.236581e-02	-7.579440e-02	1.284097e-02	-6.866411e-03	9.407759e-03	-1.627417e-02
453           	5.969105e-01	2.226570e-01	3.742535e-01	-3.529736e-01	-1.553209e-01	-1.976528e-01	2.116596e-02	-7.579828e-02	1.286759e-02	-7.459546e-03	9.137815e-03	-1.659736e-02
454           	5.963968e-01	2.223652e-01	3.740316e-01	-3.505857e-01	-1.554734e-01	-1.951123e-01	1.981944e-02	-7.583324e-02	1.314302e-02	-7.763572e-03	9.261237e-03	-1.702481e-02
455           	5.959047e-01	2.220180e-01	3.738867e-01	-3.486022e-01	-1.560046e-01	-1.925977e-01	1.829654e-02	-7.593436e-02	1.361066e-02	-7.710982e-03	9.755165e-03	-1.746615e-02
456           	5.954887e-01	2.216723e-01	3.738164e-01	-3.471445e-01	-1.568407e-01	-1.903037e-01	1.673150e-02	-7.607204e-02	1.419094e-02	-7.437404e-03	1.047224e-02	-1.790965e-02
457           	5.951406e-01	2.213610e-01	3.737796e-01	-3.462235e-01	-1.578679e-01	-1.883556e-01	1.524383e-02	-7.620926e-02	1.483720e-02	-6.880984e-03	1.139671e-02	-1.827769e-02
458           	5.948642e-01	2.211167e-01	3.737475e-01	-3.458627e-01	-1.589883e-01	-1.868744e-01	1.394305e-02	-7.631541e-02	1.548972e-02	-6.185347e-03	1.239704e-02	-1.858239e-02
459           	5.945923e-01	2.208770e-01	3.737154e-01	-3.458684e-01	-1.602674e-01	-1.856010e-01	1.266681e-02	-7.641921e-02	1.611137e-02	-5.348206e-03	1.343727e-02	-1.878548e-02
460           	5.942981e-01	2.206275e-01	3.736706e-01	-3.461219e-01	-1.616949e-01	-1.844270e-01	1.136605e-02	-7.652154e-02	1.665887e-02	-4.489896e-03	1.441392e-02	-1.890382e-02
461           	5.939531e-01	2.203635e-01	3.735896e-01	-3.464384e-01	-1.631900e-01	-1.832484e-01	1.002921e-02	-7.661303e-02	1.707859e-02	-3.679309e-03	1.523894e-02	-1.891825e-02
462           	5.936057e-01	2.201299e-01	3.734758e-01	-3.469248e-01	-1.646178e-01	-1.823071e-01	8.844655e-03	-7.667294e-02	1.732356e-02	-3.029903e-03	1.580861e-02	-1.883851e-02
463           	5.932542e-01	2.199262e-01	3.733280e-01	-3.475348e-01	-1.658656e-01	-1.816692e-01	7.901794e-03	-7.670089e-02	1.742727e-02	-2.463770e-03	1.619538e-02	-1.865915e-02
464           	5.928271e-01	2.197189e-01	3.731082e-01	-3.482957e-01	-1.667945e-01	-1.815012e-01	7.353341e-03	-7.669469e-02	1.745157e-02	-1.978128e-03	1.646251e-02	-1.844063e-02
465           	5.922911e-01	2.194374e-01	3.728536e-01	-3.490348e-01	-1.674770e-01	-1.815578e-01	7.040439e-03	-7.670809e-02	1.749505e-02	-1.382682e-03	1.680371e-02	-1.818639e-02
466           	5.916467e-01	2.190576e-01	3.725891e-01	-3.498353e-01	-1.679443e-01	-1.818910e-01	6.973378e-03	-7.676572e-02	1.750621e-02	-7.925215e-04	1.710995e-02	-1.790247e-02
467           	5.909520e-01	2.186167e-01	3.723352e-01	-3.507816e-01	-1.683511e-01	-1.824305e-01	7.039680e-03	-7.685926e-02	1.746456e-02	-1.946953e-04	1.736721e-02	-1.756190e-02
468           	5.903027e-01	2.182111e-01	3.720916e-01	-3.520800e-01	-1.686986e-01	-1.833814e-01	7.341437e-03	-7.694023e-02	1.735575e-02	3.294520e-04	1.752047e-02	-1.719102e-02
469           	5.897811e-01	2.178857e-01	3.718954e-01	-3.536907e-01	-1.690358e-01	-1.846549e-01	7.809579e-03	-7.700483e-02	1.722735e-02	8.887734e-04	1.767174e-02	-1.678297e-02
470           	5.894350e-01	2.176308e-01	3.718042e-01	-3.556628e-01	-1.694409e-01	-1.862219e-01	8.390515e-03	-7.708670e-02	1.711512e-02	1.459816e-03	1.784503e-02	-1.638522e-02
471           	5.892215e-01	2.173813e-01	3.718401e-01	-3.577392e-01	-1.699735e-01	-1.877657e-01	8.896061e-03	-7.722941e-02	1.704412e-02	2.142406e-03	1.811532e-02	-1.597292e-02
472           	5.890792e-01	2.171095e-01	3.719697e-01	-3.597639e-01	-1.705671e-01	-1.891968e-01	9.314896e-03	-7.743013e-02	1.694164e-02	2.836980e-03	1.836013e-02	-1.552315e-02
473           	5.890519e-01	2.168662e-01	3.721857e-01	-3.616741e-01	-1.711097e-01	-1.905644e-01	9.727382e-03	-7.765975e-02	1.676154e-02	3.534702e-03	1.852889e-02	-1.499419e-02
474           	5.891567e-01	2.167028e-01	3.724539e-01	-3.635601e-01	-1.714897e-01	-1.920703e-01	1.029030e-02	-7.787553e-02	1.647577e-02	4.114932e-03	1.853324e-02	-1.441831e-02
475           	5.893643e-01	2.166242e-01	3.727401e-01	-3.653168e-01	-1.715404e-01	-1.937764e-01	1.111800e-02	-7.805794e-02	1.612615e-02	4.577745e-03	1.841502e-02	-1.383728e-02
476           	5.896098e-01	2.165821e-01	3.730278e-01	-3.667673e-01	-1.713091e-01	-1.954581e-01	1.207448e-02	-7.822285e-02	1.578356e-02	4.922721e-03	1.824493e-02	-1.332220e-02
477           	5.898506e-01	2.165271e-01	3.733235e-01	-3.677524e-01	-1.708445e-01	-1.969078e-01	1.303164e-02	-7.839818e-02	1.545600e-02	5.195942e-03	1.805397e-02	-1.285803e-02
478           	5.900734e-01	2.164423e-01	3.736311e-01	-3.682547e-01	-1.701753e-01	-1.980794e-01	1.395206e-02	-7.859444e-02	1.509988e-02	5.305761e-03	1.775276e-02	-1.244700e-02
479           	5.903423e-01	2.164174e-01	3.739249e-01	-3.683281e-01	-1.691940e-01	-1.991341e-01	1.497001e-02	-7.875375e-02	1.471910e-02	5.268457e-03	1.735333e-02	-1.208487e-02
480           	5.906354e-01	2.164738e-01	3.741615e-01	-3.681630e-01	-1.679681e-01	-2.001949e-01	1.611341e-02	-7.884383e-02	1.433757e-02	5.074813e-03	1.687498e-02	-1.180017e-02
481           	5.910073e-01	2.166352e-01	3.743721e-01	-3.678501e-01	-1.665898e-01	-2.012603e-01	1.733528e-02	-7.886844e-02	1.400524e-02	4.796349e-03	1.640341e-02	-1.160706e-02
482           	5.913924e-01	2.168327e-01	3.745597e-01	-3.674831e-01	-1.652908e-01	-2.021923e-01	1.845071e-02	-7.886351e-02	1.374639e-02	4.411228e-03	1.595201e-02	-1.154078e-02
483           	5.917721e-01	2.170643e-01	3.747078e-01	-3.670575e-01	-1.641493e-01	-2.029083e-01	1.937952e-02	-7.882173e-02	1.350643e-02	3.925110e-03	1.546898e-02	-1.154387e-02
484           	5.921329e-01	2.173384e-01	3.747945e-01	-3.667131e-01	-1.632117e-01	-2.035013e-01	2.014479e-02	-7.872803e-02	1.326528e-02	3.322678e-03	1.492662e-02	-1.160394e-02
485           	5.925491e-01	2.177111e-01	3.748380e-01	-3.665771e-01	-1.624523e-01	-2.041248e-01	2.083625e-02	-7.856347e-02	1.301641e-02	2.692733e-03	1.436278e-02	-1.167004e-02
486           	5.929950e-01	2.181507e-01	3.748443e-01	-3.667286e-01	-1.619069e-01	-2.048217e-01	2.145741e-02	-7.834681e-02	1.282510e-02	2.061000e-03	1.385560e-02	-1.179460e-02
487           	5.934682e-01	2.186398e-01	3.748284e-01	-3.669638e-01	-1.615359e-01	-2.054280e-01	2.194604e-02	-7.809432e-02	1.273153e-02	1.540754e-03	1.350191e-02	-1.196115e-02
488           	5.938849e-01	2.190875e-01	3.747974e-01	-3.670872e-01	-1.613111e-01	-2.057761e-01	2.223253e-02	-7.785497e-02	1.275262e-02	1.101733e-03	1.330348e-02	-1.220175e-02
489           	5.943152e-01	2.195317e-01	3.747836e-01	-3.669625e-01	-1.611964e-01	-2.057661e-01	2.228482e-02	-7.762596e-02	1.277894e-02	6.731333e-04	1.311551e-02	-1.244238e-02
490           	5.947733e-01	2.199994e-01	3.747740e-01	-3.665943e-01	-1.610351e-01	-2.055592e-01	2.226207e-02	-7.738729e-02	1.278588e-02	1.544902e-04	1.286313e-02	-1.270864e-02
491           	5.952994e-01	2.205460e-01	3.747533e-01	-3.658980e-01	-1.606763e-01	-2.052217e-01	2.227266e-02	-7.710363e-02	1.276082e-02	-4.564276e-04	1.253261e-02	-1.298903e-02
492           	5.958471e-01	2.211287e-01	3.747184e-01	-3.649133e-01	-1.601321e-01	-2.047812e-01	2.232458e-02	-7.679485e-02	1.276237e-02	-1.132266e-03	1.219624e-02	-1.332850e-02
493           	5.964063e-01	2.217021e-01	3.747041e-01	-3.635784e-01	-1.595202e-01	-2.040582e-01	2.226898e-02	-7.650101e-02	1.280326e-02	-1.813850e-03	1.189633e-02	-1.371018e-02
494           	5.968553e-01	2.221854e-01	3.746699e-01	-3.618801e-01	-1.588915e-01	-2.029886e-01	2.204851e-02	-7.624221e-02	1.289176e-02	-2.538972e-03	1.162227e-02	-1.416124e-02
495           	5.971678e-01	2.225839e-01	3.745839e-01	-3.598563e-01	-1.582952e-01	-2.015611e-01	2.163292e-02	-7.599997e-02	1.297295e-02	-3.307105e-03	1.131940e-02	-1.462650e-02
496           	5.973227e-01	2.229107e-01	3.744120e-01	-3.577970e-01	-1.576765e-01	-2.001205e-01	2.122197e-02	-7.575064e-02	1.301777e-02	-4.157609e-03	1.093897e-02	-1.509658e-02
497           	5.973680e-01	2.231796e-01	3.741884e-01	-3.558091e-01	-1.571331e-01	-1.986760e-01	2.077143e-02	-7.550438e-02	1.305395e-02	-4.986214e-03	1.056084e-02	-1.554705e-02
498           	5.972079e-01	2.233141e-01	3.738938e-01	-3.538819e-01	-1.567251e-01	-1.971568e-01	2.021586e-02	-7.528988e-02	1.320182e-02	-5.661638e-03	1.037100e-02	-1.603264e-02
499           	5.968886e-01	2.233010e-01	3.735875e-01	-3.518654e-01	-1.565315e-01	-1.953339e-01	1.940118e-02	-7.514326e-02	1.347692e-02	-6.086887e-03	1.043348e-02	-1.652036e-02
500           	5.963806e-01	2.230888e-01	3.732919e-01	-3.498577e-01	-1.566095e-01	-1.932482e-01	1.831934e-02	-7.510154e-02	1.387473e-02	-6.246260e-03	1.075160e-02	-1.699786e-02
